maladie,symptomes,specialite_medicale
Dermatite atopique - cas 1047,"démangeaisons, rougeurs, peau sèche",Dermatologie
Hypertension - cas 1048,"maux de tête, vertiges, vision floue",Cardiologie
Hypertension - cas 1049,"maux de tête, vertiges, vision floue",Cardiologie
Appendicite - cas 1050,"douleur abdominale, nausée, fièvre",Chirurgie générale
Cirrhose hépatique - cas 1051,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Hépatite B - cas 1052,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Hépatite B - cas 1053,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Arthrose - cas 1054,"douleurs articulaires, raideur, gonflement",Rhumatologie
Hépatite B - cas 1055,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Maladie de Crohn - cas 1056,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Dermatite atopique - cas 1057,"démangeaisons, rougeurs, peau sèche",Dermatologie
Grippe - cas 1058,"fièvre, toux, fatigue, maux de tête",Médecine générale
Dermatite atopique - cas 1059,"démangeaisons, rougeurs, peau sèche",Dermatologie
Appendicite - cas 1060,"douleur abdominale, nausée, fièvre",Chirurgie générale
Anémie - cas 1061,"fatigue, pâleur, essoufflement",Hématologie
Grippe - cas 1062,"fièvre, toux, fatigue, maux de tête",Médecine générale
Hépatite B - cas 1063,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Hypertension - cas 1064,"maux de tête, vertiges, vision floue",Cardiologie
Cirrhose hépatique - cas 1065,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Sclérose en plaques - cas 1066,"troubles visuels, faiblesse, engourdissements",Neurologie
Anémie - cas 1067,"fatigue, pâleur, essoufflement",Hématologie
Grippe - cas 1068,"fièvre, toux, fatigue, maux de tête",Médecine générale
Sclérose en plaques - cas 1069,"troubles visuels, faiblesse, engourdissements",Neurologie
Tuberculose - cas 1070,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Appendicite - cas 1071,"douleur abdominale, nausée, fièvre",Chirurgie générale
Cirrhose hépatique - cas 1072,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Diabète de type 2 - cas 1073,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Grippe - cas 1074,"fièvre, toux, fatigue, maux de tête",Médecine générale
Hépatite B - cas 1075,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Appendicite - cas 1076,"douleur abdominale, nausée, fièvre",Chirurgie générale
Anémie - cas 1077,"fatigue, pâleur, essoufflement",Hématologie
Arthrose - cas 1078,"douleurs articulaires, raideur, gonflement",Rhumatologie
Appendicite - cas 1079,"douleur abdominale, nausée, fièvre",Chirurgie générale
Sclérose en plaques - cas 1080,"troubles visuels, faiblesse, engourdissements",Neurologie
Arthrose - cas 1081,"douleurs articulaires, raideur, gonflement",Rhumatologie
Grippe - cas 1082,"fièvre, toux, fatigue, maux de tête",Médecine générale
Hépatite B - cas 1083,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Asthme - cas 1084,"essoufflement, toux, respiration sifflante",Pneumologie
Anémie - cas 1085,"fatigue, pâleur, essoufflement",Hématologie
Anémie - cas 1086,"fatigue, pâleur, essoufflement",Hématologie
Maladie de Crohn - cas 1087,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Grippe - cas 1088,"fièvre, toux, fatigue, maux de tête",Médecine générale
Hypertension - cas 1089,"maux de tête, vertiges, vision floue",Cardiologie
Sclérose en plaques - cas 1090,"troubles visuels, faiblesse, engourdissements",Neurologie
Anémie - cas 1091,"fatigue, pâleur, essoufflement",Hématologie
Diabète de type 2 - cas 1092,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Tuberculose - cas 1093,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Cirrhose hépatique - cas 1094,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Migraine - cas 1095,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Grippe - cas 1096,"fièvre, toux, fatigue, maux de tête",Médecine générale
Asthme - cas 1097,"essoufflement, toux, respiration sifflante",Pneumologie
Anémie - cas 1098,"fatigue, pâleur, essoufflement",Hématologie
Dermatite atopique - cas 1099,"démangeaisons, rougeurs, peau sèche",Dermatologie
Anémie - cas 1100,"fatigue, pâleur, essoufflement",Hématologie
Anémie - cas 1101,"fatigue, pâleur, essoufflement",Hématologie
Hépatite B - cas 1102,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Migraine - cas 1103,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Migraine - cas 1104,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Maladie de Crohn - cas 1105,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Maladie de Crohn - cas 1106,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Diabète de type 2 - cas 1107,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Dermatite atopique - cas 1108,"démangeaisons, rougeurs, peau sèche",Dermatologie
Appendicite - cas 1109,"douleur abdominale, nausée, fièvre",Chirurgie générale
Diabète de type 2 - cas 1110,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Arthrose - cas 1111,"douleurs articulaires, raideur, gonflement",Rhumatologie
Hépatite B - cas 1112,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Hépatite B - cas 1113,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Bronchite chronique - cas 1114,"toux grasse, essoufflement, fatigue",Pneumologie
Asthme - cas 1115,"essoufflement, toux, respiration sifflante",Pneumologie
Grippe - cas 1116,"fièvre, toux, fatigue, maux de tête",Médecine générale
Cirrhose hépatique - cas 1117,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Dermatite atopique - cas 1118,"démangeaisons, rougeurs, peau sèche",Dermatologie
Hépatite B - cas 1119,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Cirrhose hépatique - cas 1120,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Sclérose en plaques - cas 1121,"troubles visuels, faiblesse, engourdissements",Neurologie
Cirrhose hépatique - cas 1122,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Tuberculose - cas 1123,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Sclérose en plaques - cas 1124,"troubles visuels, faiblesse, engourdissements",Neurologie
Arthrose - cas 1125,"douleurs articulaires, raideur, gonflement",Rhumatologie
Anémie - cas 1126,"fatigue, pâleur, essoufflement",Hématologie
Anémie - cas 1127,"fatigue, pâleur, essoufflement",Hématologie
Dermatite atopique - cas 1128,"démangeaisons, rougeurs, peau sèche",Dermatologie
Maladie de Crohn - cas 1129,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Grippe - cas 1130,"fièvre, toux, fatigue, maux de tête",Médecine générale
Asthme - cas 1131,"essoufflement, toux, respiration sifflante",Pneumologie
Sclérose en plaques - cas 1132,"troubles visuels, faiblesse, engourdissements",Neurologie
Maladie de Crohn - cas 1133,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Migraine - cas 1134,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Arthrose - cas 1135,"douleurs articulaires, raideur, gonflement",Rhumatologie
Diabète de type 2 - cas 1136,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Asthme - cas 1137,"essoufflement, toux, respiration sifflante",Pneumologie
Hypertension - cas 1138,"maux de tête, vertiges, vision floue",Cardiologie
Hépatite B - cas 1139,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Sclérose en plaques - cas 1140,"troubles visuels, faiblesse, engourdissements",Neurologie
Maladie de Crohn - cas 1141,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Hépatite B - cas 1142,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Migraine - cas 1143,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Appendicite - cas 1144,"douleur abdominale, nausée, fièvre",Chirurgie générale
Anémie - cas 1145,"fatigue, pâleur, essoufflement",Hématologie
Migraine - cas 1146,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Migraine - cas 1147,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Hypertension - cas 1148,"maux de tête, vertiges, vision floue",Cardiologie
Tuberculose - cas 1149,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Maladie de Crohn - cas 1150,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Hypertension - cas 1151,"maux de tête, vertiges, vision floue",Cardiologie
Diabète de type 2 - cas 1152,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Sclérose en plaques - cas 1153,"troubles visuels, faiblesse, engourdissements",Neurologie
Migraine - cas 1154,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Sclérose en plaques - cas 1155,"troubles visuels, faiblesse, engourdissements",Neurologie
Grippe - cas 1156,"fièvre, toux, fatigue, maux de tête",Médecine générale
Bronchite chronique - cas 1157,"toux grasse, essoufflement, fatigue",Pneumologie
Dermatite atopique - cas 1158,"démangeaisons, rougeurs, peau sèche",Dermatologie
Dermatite atopique - cas 1159,"démangeaisons, rougeurs, peau sèche",Dermatologie
Sclérose en plaques - cas 1160,"troubles visuels, faiblesse, engourdissements",Neurologie
Grippe - cas 1161,"fièvre, toux, fatigue, maux de tête",Médecine générale
Cirrhose hépatique - cas 1162,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Sclérose en plaques - cas 1163,"troubles visuels, faiblesse, engourdissements",Neurologie
Diabète de type 2 - cas 1164,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Migraine - cas 1165,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Asthme - cas 1166,"essoufflement, toux, respiration sifflante",Pneumologie
Arthrose - cas 1167,"douleurs articulaires, raideur, gonflement",Rhumatologie
Maladie de Crohn - cas 1168,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Tuberculose - cas 1169,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Grippe - cas 1170,"fièvre, toux, fatigue, maux de tête",Médecine générale
Diabète de type 2 - cas 1171,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Hypertension - cas 1172,"maux de tête, vertiges, vision floue",Cardiologie
Cirrhose hépatique - cas 1173,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Migraine - cas 1174,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Hépatite B - cas 1175,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Migraine - cas 1176,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Cirrhose hépatique - cas 1177,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Anémie - cas 1178,"fatigue, pâleur, essoufflement",Hématologie
Migraine - cas 1179,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Hépatite B - cas 1180,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Diabète de type 2 - cas 1181,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Hépatite B - cas 1182,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Anémie - cas 1183,"fatigue, pâleur, essoufflement",Hématologie
Migraine - cas 1184,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Diabète de type 2 - cas 1185,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Tuberculose - cas 1186,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Anémie - cas 1187,"fatigue, pâleur, essoufflement",Hématologie
Maladie de Crohn - cas 1188,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Sclérose en plaques - cas 1189,"troubles visuels, faiblesse, engourdissements",Neurologie
Cirrhose hépatique - cas 1190,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Tuberculose - cas 1191,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Grippe - cas 1192,"fièvre, toux, fatigue, maux de tête",Médecine générale
Diabète de type 2 - cas 1193,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Migraine - cas 1194,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Dermatite atopique - cas 1195,"démangeaisons, rougeurs, peau sèche",Dermatologie
Arthrose - cas 1196,"douleurs articulaires, raideur, gonflement",Rhumatologie
Dermatite atopique - cas 1197,"démangeaisons, rougeurs, peau sèche",Dermatologie
Hépatite B - cas 1198,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Sclérose en plaques - cas 1199,"troubles visuels, faiblesse, engourdissements",Neurologie
Sclérose en plaques - cas 1200,"troubles visuels, faiblesse, engourdissements",Neurologie
Asthme - cas 1201,"essoufflement, toux, respiration sifflante",Pneumologie
Diabète de type 2 - cas 1202,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Maladie de Crohn - cas 1203,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Asthme - cas 1204,"essoufflement, toux, respiration sifflante",Pneumologie
Dermatite atopique - cas 1205,"démangeaisons, rougeurs, peau sèche",Dermatologie
Diabète de type 2 - cas 1206,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Anémie - cas 1207,"fatigue, pâleur, essoufflement",Hématologie
Grippe - cas 1208,"fièvre, toux, fatigue, maux de tête",Médecine générale
Arthrose - cas 1209,"douleurs articulaires, raideur, gonflement",Rhumatologie
Sclérose en plaques - cas 1210,"troubles visuels, faiblesse, engourdissements",Neurologie
Hypertension - cas 1211,"maux de tête, vertiges, vision floue",Cardiologie
Maladie de Crohn - cas 1212,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Hépatite B - cas 1213,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Anémie - cas 1214,"fatigue, pâleur, essoufflement",Hématologie
Grippe - cas 1215,"fièvre, toux, fatigue, maux de tête",Médecine générale
Tuberculose - cas 1216,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Arthrose - cas 1217,"douleurs articulaires, raideur, gonflement",Rhumatologie
Cirrhose hépatique - cas 1218,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Hypertension - cas 1219,"maux de tête, vertiges, vision floue",Cardiologie
Sclérose en plaques - cas 1220,"troubles visuels, faiblesse, engourdissements",Neurologie
Grippe - cas 1221,"fièvre, toux, fatigue, maux de tête",Médecine générale
Diabète de type 2 - cas 1222,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Tuberculose - cas 1223,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Grippe - cas 1224,"fièvre, toux, fatigue, maux de tête",Médecine générale
Bronchite chronique - cas 1225,"toux grasse, essoufflement, fatigue",Pneumologie
Anémie - cas 1226,"fatigue, pâleur, essoufflement",Hématologie
Hépatite B - cas 1227,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Arthrose - cas 1228,"douleurs articulaires, raideur, gonflement",Rhumatologie
Diabète de type 2 - cas 1229,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Anémie - cas 1230,"fatigue, pâleur, essoufflement",Hématologie
Migraine - cas 1231,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Grippe - cas 1232,"fièvre, toux, fatigue, maux de tête",Médecine générale
Diabète de type 2 - cas 1233,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Maladie de Crohn - cas 1234,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Sclérose en plaques - cas 1235,"troubles visuels, faiblesse, engourdissements",Neurologie
Hypertension - cas 1236,"maux de tête, vertiges, vision floue",Cardiologie
Asthme - cas 1237,"essoufflement, toux, respiration sifflante",Pneumologie
Diabète de type 2 - cas 1238,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Maladie de Crohn - cas 1239,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Arthrose - cas 1240,"douleurs articulaires, raideur, gonflement",Rhumatologie
Asthme - cas 1241,"essoufflement, toux, respiration sifflante",Pneumologie
Anémie - cas 1242,"fatigue, pâleur, essoufflement",Hématologie
Hypertension - cas 1243,"maux de tête, vertiges, vision floue",Cardiologie
Arthrose - cas 1244,"douleurs articulaires, raideur, gonflement",Rhumatologie
Diabète de type 2 - cas 1245,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Grippe - cas 1246,"fièvre, toux, fatigue, maux de tête",Médecine générale
Hypertension - cas 1247,"maux de tête, vertiges, vision floue",Cardiologie
Migraine - cas 1248,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Migraine - cas 1249,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Hypertension - cas 1250,"maux de tête, vertiges, vision floue",Cardiologie
Appendicite - cas 1251,"douleur abdominale, nausée, fièvre",Chirurgie générale
Arthrose - cas 1252,"douleurs articulaires, raideur, gonflement",Rhumatologie
Maladie de Crohn - cas 1253,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Hépatite B - cas 1254,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Asthme - cas 1255,"essoufflement, toux, respiration sifflante",Pneumologie
Anémie - cas 1256,"fatigue, pâleur, essoufflement",Hématologie
Arthrose - cas 1257,"douleurs articulaires, raideur, gonflement",Rhumatologie
Dermatite atopique - cas 1258,"démangeaisons, rougeurs, peau sèche",Dermatologie
Grippe - cas 1259,"fièvre, toux, fatigue, maux de tête",Médecine générale
Tuberculose - cas 1260,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Sclérose en plaques - cas 1261,"troubles visuels, faiblesse, engourdissements",Neurologie
Cirrhose hépatique - cas 1262,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Migraine - cas 1263,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Diabète de type 2 - cas 1264,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Anémie - cas 1265,"fatigue, pâleur, essoufflement",Hématologie
Diabète de type 2 - cas 1266,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Dermatite atopique - cas 1267,"démangeaisons, rougeurs, peau sèche",Dermatologie
Hypertension - cas 1268,"maux de tête, vertiges, vision floue",Cardiologie
Cirrhose hépatique - cas 1269,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Arthrose - cas 1270,"douleurs articulaires, raideur, gonflement",Rhumatologie
Appendicite - cas 1271,"douleur abdominale, nausée, fièvre",Chirurgie générale
Tuberculose - cas 1272,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Cirrhose hépatique - cas 1273,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Hypertension - cas 1274,"maux de tête, vertiges, vision floue",Cardiologie
Diabète de type 2 - cas 1275,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Bronchite chronique - cas 1276,"toux grasse, essoufflement, fatigue",Pneumologie
Appendicite - cas 1277,"douleur abdominale, nausée, fièvre",Chirurgie générale
Hypertension - cas 1278,"maux de tête, vertiges, vision floue",Cardiologie
Dermatite atopique - cas 1279,"démangeaisons, rougeurs, peau sèche",Dermatologie
Anémie - cas 1280,"fatigue, pâleur, essoufflement",Hématologie
Migraine - cas 1281,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Tuberculose - cas 1282,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Diabète de type 2 - cas 1283,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Migraine - cas 1284,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Cirrhose hépatique - cas 1285,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Hypertension - cas 1286,"maux de tête, vertiges, vision floue",Cardiologie
Dermatite atopique - cas 1287,"démangeaisons, rougeurs, peau sèche",Dermatologie
Hépatite B - cas 1288,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Anémie - cas 1289,"fatigue, pâleur, essoufflement",Hématologie
Sclérose en plaques - cas 1290,"troubles visuels, faiblesse, engourdissements",Neurologie
Tuberculose - cas 1291,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Grippe - cas 1292,"fièvre, toux, fatigue, maux de tête",Médecine générale
Dermatite atopique - cas 1293,"démangeaisons, rougeurs, peau sèche",Dermatologie
Appendicite - cas 1294,"douleur abdominale, nausée, fièvre",Chirurgie générale
Migraine - cas 1295,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Anémie - cas 1296,"fatigue, pâleur, essoufflement",Hématologie
Bronchite chronique - cas 1297,"toux grasse, essoufflement, fatigue",Pneumologie
Asthme - cas 1298,"essoufflement, toux, respiration sifflante",Pneumologie
Dermatite atopique - cas 1299,"démangeaisons, rougeurs, peau sèche",Dermatologie
Hypertension - cas 1300,"maux de tête, vertiges, vision floue",Cardiologie
Anémie - cas 1301,"fatigue, pâleur, essoufflement",Hématologie
Cirrhose hépatique - cas 1302,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Asthme - cas 1303,"essoufflement, toux, respiration sifflante",Pneumologie
Maladie de Crohn - cas 1304,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Cirrhose hépatique - cas 1305,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Grippe - cas 1306,"fièvre, toux, fatigue, maux de tête",Médecine générale
Appendicite - cas 1307,"douleur abdominale, nausée, fièvre",Chirurgie générale
Tuberculose - cas 1308,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Cirrhose hépatique - cas 1309,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Maladie de Crohn - cas 1310,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Grippe - cas 1311,"fièvre, toux, fatigue, maux de tête",Médecine générale
Grippe - cas 1312,"fièvre, toux, fatigue, maux de tête",Médecine générale
Tuberculose - cas 1313,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Hépatite B - cas 1314,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Anémie - cas 1315,"fatigue, pâleur, essoufflement",Hématologie
Maladie de Crohn - cas 1316,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Anémie - cas 1317,"fatigue, pâleur, essoufflement",Hématologie
Tuberculose - cas 1318,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Tuberculose - cas 1319,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Appendicite - cas 1320,"douleur abdominale, nausée, fièvre",Chirurgie générale
Migraine - cas 1321,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Appendicite - cas 1322,"douleur abdominale, nausée, fièvre",Chirurgie générale
Bronchite chronique - cas 1323,"toux grasse, essoufflement, fatigue",Pneumologie
Cirrhose hépatique - cas 1324,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Sclérose en plaques - cas 1325,"troubles visuels, faiblesse, engourdissements",Neurologie
Cirrhose hépatique - cas 1326,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Hypertension - cas 1327,"maux de tête, vertiges, vision floue",Cardiologie
Dermatite atopique - cas 1328,"démangeaisons, rougeurs, peau sèche",Dermatologie
Asthme - cas 1329,"essoufflement, toux, respiration sifflante",Pneumologie
Dermatite atopique - cas 1330,"démangeaisons, rougeurs, peau sèche",Dermatologie
Dermatite atopique - cas 1331,"démangeaisons, rougeurs, peau sèche",Dermatologie
Grippe - cas 1332,"fièvre, toux, fatigue, maux de tête",Médecine générale
Diabète de type 2 - cas 1333,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Migraine - cas 1334,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Maladie de Crohn - cas 1335,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Tuberculose - cas 1336,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Cirrhose hépatique - cas 1337,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Tuberculose - cas 1338,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Dermatite atopique - cas 1339,"démangeaisons, rougeurs, peau sèche",Dermatologie
Grippe - cas 1340,"fièvre, toux, fatigue, maux de tête",Médecine générale
Anémie - cas 1341,"fatigue, pâleur, essoufflement",Hématologie
Hypertension - cas 1342,"maux de tête, vertiges, vision floue",Cardiologie
Tuberculose - cas 1343,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Tuberculose - cas 1344,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Anémie - cas 1345,"fatigue, pâleur, essoufflement",Hématologie
Appendicite - cas 1346,"douleur abdominale, nausée, fièvre",Chirurgie générale
Arthrose - cas 1347,"douleurs articulaires, raideur, gonflement",Rhumatologie
Appendicite - cas 1348,"douleur abdominale, nausée, fièvre",Chirurgie générale
Maladie de Crohn - cas 1349,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Migraine - cas 1350,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Appendicite - cas 1351,"douleur abdominale, nausée, fièvre",Chirurgie générale
Sclérose en plaques - cas 1352,"troubles visuels, faiblesse, engourdissements",Neurologie
Anémie - cas 1353,"fatigue, pâleur, essoufflement",Hématologie
Diabète de type 2 - cas 1354,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Sclérose en plaques - cas 1355,"troubles visuels, faiblesse, engourdissements",Neurologie
Cirrhose hépatique - cas 1356,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Bronchite chronique - cas 1357,"toux grasse, essoufflement, fatigue",Pneumologie
Migraine - cas 1358,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Diabète de type 2 - cas 1359,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Dermatite atopique - cas 1360,"démangeaisons, rougeurs, peau sèche",Dermatologie
Grippe - cas 1361,"fièvre, toux, fatigue, maux de tête",Médecine générale
Anémie - cas 1362,"fatigue, pâleur, essoufflement",Hématologie
Hypertension - cas 1363,"maux de tête, vertiges, vision floue",Cardiologie
Hypertension - cas 1364,"maux de tête, vertiges, vision floue",Cardiologie
Dermatite atopique - cas 1365,"démangeaisons, rougeurs, peau sèche",Dermatologie
Grippe - cas 1366,"fièvre, toux, fatigue, maux de tête",Médecine générale
Cirrhose hépatique - cas 1367,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Bronchite chronique - cas 1368,"toux grasse, essoufflement, fatigue",Pneumologie
Migraine - cas 1369,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Cirrhose hépatique - cas 1370,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Migraine - cas 1371,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Tuberculose - cas 1372,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Sclérose en plaques - cas 1373,"troubles visuels, faiblesse, engourdissements",Neurologie
Sclérose en plaques - cas 1374,"troubles visuels, faiblesse, engourdissements",Neurologie
Bronchite chronique - cas 1375,"toux grasse, essoufflement, fatigue",Pneumologie
Bronchite chronique - cas 1376,"toux grasse, essoufflement, fatigue",Pneumologie
Tuberculose - cas 1377,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Appendicite - cas 1378,"douleur abdominale, nausée, fièvre",Chirurgie générale
Asthme - cas 1379,"essoufflement, toux, respiration sifflante",Pneumologie
Grippe - cas 1380,"fièvre, toux, fatigue, maux de tête",Médecine générale
Hypertension - cas 1381,"maux de tête, vertiges, vision floue",Cardiologie
Diabète de type 2 - cas 1382,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Diabète de type 2 - cas 1383,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Dermatite atopique - cas 1384,"démangeaisons, rougeurs, peau sèche",Dermatologie
Sclérose en plaques - cas 1385,"troubles visuels, faiblesse, engourdissements",Neurologie
Migraine - cas 1386,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Anémie - cas 1387,"fatigue, pâleur, essoufflement",Hématologie
Hépatite B - cas 1388,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
