maladie,symptomes,specialite_medicale
Méningite,"éruptions cutanées, maux de tête, perte de poids",Hématologie
Crohn,"jaunisse, éruptions cutanées, douleurs articulaires",Chirurgie générale
Anémie,"maux de tête, nausées, toux, douleurs articulaires",Pneumologie
Colite,"jaunisse, fatigue, fièvre",Dermatologie
Parkinson,"douleurs articulaires, fatigue, éruptions cutanées, jaunisse",ORL
Lupus,"diarrhée, nausées, essoufflement, douleurs articulaires, fièvre",ORL
Sclérose,"vomissements, douleurs articulaires, jaunisse, palpitations, nausées",Ophtalmologie
Obésité,"vertiges, fièvre, éruptions cutanées, vomissements",Pédiatrie
Thyroïdite,"éruptions cutanées, vertiges, vomissements, fièvre",Rhumatologie
Bronchite,"essoufflement, fièvre, palpitations, vomissements",Neurologie
Grippe,"toux, jaunisse, fatigue, maux de tête",Hématologie
Cirrhose,"perte de poids, douleurs articulaires, vertiges, jaunisse, nausées",Dermatologie
Migraine,"éruptions cutanées, vertiges, diarrhée, vomissements",Dermatologie
Colite,"essoufflement, diarrhée, jaunisse, vertiges",ORL
Pneumonie,"fièvre, fatigue, essoufflement",Pneumologie
Dermatite,"palpitations, vomissements, douleur abdominale",Oncologie
Cancer du foie,"essoufflement, fièvre, douleur abdominale",Oncologie
Méningite,"éruptions cutanées, palpitations, douleurs articulaires, nausées",Dermatologie
Cataracte,"vertiges, vomissements, essoufflement, éruptions cutanées, palpitations",ORL
Hypertension,"perte de poids, vertiges, éruptions cutanées",Hématologie
Thyroïdite,"maux de tête, diarrhée, essoufflement, palpitations",ORL
Cancer du foie,"toux, essoufflement, vertiges, douleur abdominale, fièvre",Endocrinologie
Cancer du sein,"perte de poids, fièvre, fatigue, éruptions cutanées",Médecine générale
Otite,"perte de poids, vomissements, essoufflement",Endocrinologie
Tuberculose,"palpitations, jaunisse, fièvre, perte de poids",Neurologie
Méningite,"maux de tête, palpitations, fièvre, vomissements, toux",Hématologie
Gastrite,"perte de poids, douleurs articulaires, douleur abdominale, vomissements",ORL
Alzheimer,"nausées, douleur abdominale, perte de poids",Oncologie
Cataracte,"éruptions cutanées, douleurs articulaires, nausées",Pédiatrie
Gastrite,"vomissements, douleur abdominale, fièvre",Rhumatologie
Cancer du foie,"vomissements, palpitations, perte de poids",ORL
Migraine,"essoufflement, éruptions cutanées, fatigue, vertiges, palpitations",Dermatologie
Méningite,"perte de poids, éruptions cutanées, douleurs articulaires, vertiges, douleur abdominale",Infectiologie
Anémie,"jaunisse, diarrhée, douleur abdominale",Hématologie
Alzheimer,"douleur abdominale, fatigue, jaunisse",Rhumatologie
Anémie,"éruptions cutanées, vertiges, douleur abdominale",Hématologie
Insuffisance rénale,"fièvre, douleur abdominale, essoufflement",Endocrinologie
Migraine,"perte de poids, palpitations, éruptions cutanées, jaunisse, douleur abdominale",Gastroentérologie
Sclérose,"fatigue, toux, maux de tête, diarrhée",Hématologie
Méningite,"fatigue, maux de tête, douleurs articulaires",Hématologie
VIH,"fièvre, éruptions cutanées, toux",Chirurgie générale
Cancer du foie,"perte de poids, essoufflement, toux",Ophtalmologie
Hépatite,"essoufflement, toux, jaunisse, palpitations",Dermatologie
VIH,"palpitations, éruptions cutanées, essoufflement, nausées, douleurs articulaires",Endocrinologie
Thyroïdite,"douleur abdominale, vertiges, jaunisse, fatigue",Hématologie
Cirrhose,"essoufflement, éruptions cutanées, diarrhée, perte de poids, jaunisse",ORL
Insuffisance rénale,"vomissements, perte de poids, maux de tête, douleur abdominale",ORL
Cirrhose,"diarrhée, nausées, douleur abdominale, vomissements, perte de poids",ORL
Otite,"fatigue, essoufflement, douleur abdominale, jaunisse",Neurologie
Appendicite,"nausées, éruptions cutanées, diarrhée",Neurologie
Colite,"vomissements, jaunisse, toux",Dermatologie
Thyroïdite,"fatigue, fièvre, douleur abdominale",Oncologie
Alzheimer,"vomissements, diarrhée, fièvre, vertiges, essoufflement",Médecine générale
Zona,"maux de tête, vomissements, essoufflement, fièvre",Cardiologie
Sinusite,"douleur abdominale, essoufflement, vertiges, nausées, perte de poids",ORL
Zona,"essoufflement, fatigue, vertiges",Infectiologie
Hypertension,"perte de poids, vertiges, jaunisse",Oncologie
Conjonctivite,"vertiges, diarrhée, douleurs articulaires",Gastroentérologie
Asthme,"toux, éruptions cutanées, vertiges, fatigue",Gastroentérologie
Cataracte,"toux, fatigue, maux de tête",Pneumologie
Otite,"perte de poids, douleur abdominale, fièvre, essoufflement",Oncologie
Arthrite,"essoufflement, nausées, fatigue, vomissements, diarrhée",Chirurgie générale
Epilepsie,"douleurs articulaires, toux, jaunisse, palpitations",Cardiologie
Sinusite,"nausées, perte de poids, fatigue, vertiges",Neurologie
Bronchite,"douleur abdominale, maux de tête, éruptions cutanées, toux, diarrhée",Médecine générale
Dermatite,"perte de poids, jaunisse, vomissements",Cardiologie
Hypertension,"essoufflement, nausées, douleurs articulaires, douleur abdominale, vomissements",Ophtalmologie
Arthrite,"nausées, éruptions cutanées, diarrhée, douleur abdominale, perte de poids",Infectiologie
Tuberculose,"vertiges, maux de tête, éruptions cutanées, fatigue, toux",Rhumatologie
Migraine,"maux de tête, fatigue, palpitations, éruptions cutanées",Neurologie
Cancer de la peau,"vomissements, fièvre, essoufflement, maux de tête, jaunisse",Cardiologie
Hypertension,"jaunisse, douleur abdominale, douleurs articulaires",Chirurgie générale
Sclérose,"nausées, vertiges, diarrhée",Dermatologie
Parkinson,"vertiges, palpitations, maux de tête, douleur abdominale, fatigue",Gastroentérologie
Sinusite,"perte de poids, vomissements, diarrhée",Dermatologie
VIH,"maux de tête, diarrhée, nausées",Pneumologie
Asthme,"toux, nausées, vertiges, éruptions cutanées",Endocrinologie
Asthme,"jaunisse, douleur abdominale, vertiges, maux de tête",Rhumatologie
Appendicite,"douleurs articulaires, éruptions cutanées, jaunisse, toux, maux de tête",Cardiologie
Cataracte,"fièvre, vomissements, nausées",Gastroentérologie
Psoriasis,"fatigue, nausées, essoufflement, vomissements",Chirurgie générale
Hépatite,"fièvre, vertiges, jaunisse, éruptions cutanées",Pédiatrie
Grippe,"nausées, fièvre, toux, vertiges",Pneumologie
Appendicite,"perte de poids, fièvre, fatigue",Hématologie
Diabète,"fièvre, vomissements, perte de poids, jaunisse, vertiges",Endocrinologie
Parkinson,"fièvre, vomissements, perte de poids, éruptions cutanées",Infectiologie
Conjonctivite,"douleurs articulaires, vomissements, palpitations, jaunisse",Dermatologie
Méningite,"vomissements, maux de tête, vertiges, essoufflement, palpitations",Infectiologie
Conjonctivite,"perte de poids, vertiges, fièvre, fatigue",Gastroentérologie
Cancer du foie,"toux, fièvre, essoufflement, éruptions cutanées",Hématologie
Dermatite,"douleur abdominale, diarrhée, toux, vomissements, douleurs articulaires",Pédiatrie
Diabète,"douleurs articulaires, toux, essoufflement, diarrhée",Neurologie
Arthrose,"nausées, vomissements, toux, douleur abdominale",Neurologie
Pneumonie,"fatigue, jaunisse, vertiges, diarrhée, palpitations",Ophtalmologie
Anémie,"jaunisse, essoufflement, vomissements",Hématologie
Zona,"diarrhée, maux de tête, fatigue, fièvre",Neurologie
Gastrite,"vomissements, palpitations, perte de poids, vertiges",Infectiologie
Cancer de la peau,"palpitations, nausées, perte de poids, vomissements",Rhumatologie
Insuffisance rénale,"douleur abdominale, nausées, essoufflement",Dermatologie
Diabète,"fatigue, diarrhée, vomissements, nausées",Endocrinologie
COVID-19,"vertiges, éruptions cutanées, fatigue, palpitations",Hématologie
Cirrhose,"vomissements, essoufflement, vertiges, jaunisse, maux de tête",Pneumologie
Appendicite,"fatigue, fièvre, éruptions cutanées, essoufflement",Neurologie
Ulcère,"jaunisse, fièvre, vomissements",Neurologie
Anémie,"vertiges, toux, essoufflement, diarrhée, palpitations",Oncologie
Anémie,"toux, vertiges, jaunisse",Cardiologie
COVID-19,"essoufflement, vertiges, douleur abdominale, douleurs articulaires",ORL
Arthrite,"douleurs articulaires, perte de poids, nausées, diarrhée",Pneumologie
Bronchite,"douleur abdominale, fièvre, toux, diarrhée",Neurologie
Thyroïdite,"jaunisse, palpitations, essoufflement, vertiges, perte de poids",Hématologie
Colite,"maux de tête, fièvre, jaunisse, diarrhée, palpitations",Infectiologie
Obésité,"éruptions cutanées, vertiges, palpitations, fièvre",Infectiologie
Hépatite,"perte de poids, douleurs articulaires, palpitations, maux de tête, douleur abdominale",Hématologie
Dermatite,"fièvre, palpitations, douleur abdominale",Pneumologie
Pneumonie,"douleur abdominale, fièvre, palpitations",Cardiologie
Dermatite,"vertiges, douleur abdominale, toux",Pédiatrie
Goutte,"douleurs articulaires, essoufflement, diarrhée, douleur abdominale",ORL
Goutte,"maux de tête, fièvre, palpitations, douleur abdominale",Neurologie
Epilepsie,"éruptions cutanées, toux, nausées, essoufflement",Hématologie
Sinusite,"douleur abdominale, fièvre, essoufflement, fatigue",Gastroentérologie
Cancer du sein,"fatigue, fièvre, vomissements, éruptions cutanées, nausées",Chirurgie générale
Crohn,"douleur abdominale, diarrhée, éruptions cutanées, maux de tête",Endocrinologie
Alzheimer,"maux de tête, éruptions cutanées, toux, fièvre",Chirurgie générale
Hépatite,"jaunisse, maux de tête, essoufflement, diarrhée, douleur abdominale",Rhumatologie
Obésité,"toux, douleurs articulaires, maux de tête",Ophtalmologie
Colite,"douleurs articulaires, fièvre, fatigue, toux",Infectiologie
Ulcère,"fatigue, maux de tête, éruptions cutanées, toux",Hématologie
Migraine,"vomissements, toux, fatigue, jaunisse",Pneumologie
Appendicite,"douleurs articulaires, fièvre, fatigue",Pédiatrie
Tuberculose,"palpitations, vomissements, diarrhée, douleurs articulaires",ORL
Otite,"vertiges, diarrhée, palpitations, vomissements",Médecine générale
Sclérose,"vomissements, vertiges, douleur abdominale, toux, palpitations",Ophtalmologie
Glaucome,"jaunisse, fièvre, vomissements, palpitations",Chirurgie générale
Méningite,"fatigue, éruptions cutanées, maux de tête",Dermatologie
Grippe,"jaunisse, douleur abdominale, diarrhée, toux, fatigue",Pneumologie
Goutte,"éruptions cutanées, jaunisse, fièvre, maux de tête",Neurologie
Thyroïdite,"fièvre, toux, palpitations",Endocrinologie
Méningite,"maux de tête, toux, essoufflement, vertiges, diarrhée",Pédiatrie
Ulcère,"perte de poids, fatigue, nausées",Endocrinologie
COVID-19,"éruptions cutanées, toux, palpitations",Médecine générale
Hypertension,"essoufflement, toux, perte de poids, vertiges",Chirurgie générale
Zona,"fatigue, nausées, fièvre, douleurs articulaires, éruptions cutanées",Neurologie
Epilepsie,"nausées, diarrhée, essoufflement, fièvre",Cardiologie
Thyroïdite,"perte de poids, éruptions cutanées, nausées, vomissements, fatigue",Endocrinologie
Cancer du sein,"vomissements, fatigue, diarrhée",Dermatologie
Colite,"douleur abdominale, toux, maux de tête",Médecine générale
Asthme,"fatigue, essoufflement, jaunisse",ORL
Dermatite,"maux de tête, toux, diarrhée",Neurologie
Migraine,"vomissements, palpitations, éruptions cutanées",Neurologie
Zona,"douleur abdominale, essoufflement, maux de tête",Gastroentérologie
Insuffisance rénale,"palpitations, fatigue, nausées",Infectiologie
Glaucome,"maux de tête, vomissements, fatigue, fièvre",Dermatologie
Arthrite,"toux, jaunisse, éruptions cutanées",Neurologie
Bronchite,"douleurs articulaires, nausées, vomissements, perte de poids, fatigue",Rhumatologie
Paludisme,"jaunisse, nausées, douleur abdominale, diarrhée",Gastroentérologie
Zona,"diarrhée, jaunisse, éruptions cutanées, nausées",ORL
COVID-19,"vomissements, toux, diarrhée, palpitations, jaunisse",Pédiatrie
Anémie,"fièvre, douleurs articulaires, toux, éruptions cutanées, diarrhée",Gastroentérologie
Psoriasis,"douleurs articulaires, éruptions cutanées, essoufflement",Chirurgie générale
Bronchite,"diarrhée, douleurs articulaires, perte de poids, vomissements, essoufflement",Pneumologie
Méningite,"palpitations, essoufflement, vomissements, éruptions cutanées",Ophtalmologie
Anémie,"vertiges, maux de tête, douleur abdominale, essoufflement, jaunisse",Chirurgie générale
Migraine,"essoufflement, jaunisse, fatigue, fièvre",Cardiologie
Tuberculose,"douleur abdominale, fatigue, palpitations, nausées, fièvre",ORL
Paludisme,"vertiges, toux, essoufflement, vomissements",Hématologie
Sclérose,"perte de poids, fièvre, jaunisse, toux",Pneumologie
Hernie,"fièvre, douleurs articulaires, nausées",Pédiatrie
Ulcère,"éruptions cutanées, maux de tête, douleurs articulaires, toux",Endocrinologie
Cataracte,"fièvre, jaunisse, toux",Médecine générale
Tuberculose,"maux de tête, perte de poids, palpitations, vertiges",Pneumologie
VIH,"perte de poids, éruptions cutanées, fatigue, jaunisse",Neurologie
Anémie,"douleurs articulaires, fatigue, toux, diarrhée",Endocrinologie
Appendicite,"fièvre, perte de poids, maux de tête, fatigue, douleur abdominale",Médecine générale
Zona,"éruptions cutanées, fatigue, jaunisse, vomissements",Cardiologie
Hypertension,"éruptions cutanées, maux de tête, vertiges, fièvre, essoufflement",Infectiologie
Migraine,"vertiges, palpitations, maux de tête, douleur abdominale, essoufflement",Gastroentérologie
Goutte,"diarrhée, maux de tête, fièvre",Chirurgie générale
Goutte,"diarrhée, douleurs articulaires, essoufflement, fatigue, douleur abdominale",Hématologie
COVID-19,"palpitations, nausées, vomissements",Pédiatrie
Diabète,"douleurs articulaires, douleur abdominale, maux de tête",Cardiologie
Sinusite,"essoufflement, vertiges, éruptions cutanées, diarrhée",Ophtalmologie
Migraine,"nausées, éruptions cutanées, toux",Chirurgie générale
Cirrhose,"toux, perte de poids, nausées, vertiges",Pédiatrie
Asthme,"fatigue, nausées, éruptions cutanées, perte de poids, douleur abdominale",Dermatologie
Paludisme,"essoufflement, nausées, perte de poids, douleurs articulaires",Neurologie
Diabète,"nausées, toux, douleur abdominale, perte de poids",Médecine générale
Asthme,"toux, nausées, perte de poids, jaunisse",Cardiologie
Pneumonie,"vertiges, diarrhée, nausées",ORL
Bronchite,"fièvre, vertiges, vomissements",Dermatologie
Cataracte,"maux de tête, vertiges, toux",Neurologie
Pneumonie,"jaunisse, nausées, toux, fièvre",ORL
Méningite,"jaunisse, douleurs articulaires, nausées, éruptions cutanées",Endocrinologie
Gastrite,"douleur abdominale, essoufflement, fatigue, toux",Neurologie
Epilepsie,"fatigue, palpitations, douleur abdominale, jaunisse",Cardiologie
Otite,"fièvre, vertiges, essoufflement, toux",Chirurgie générale
Lupus,"douleurs articulaires, jaunisse, essoufflement, nausées",Neurologie
Alzheimer,"perte de poids, douleur abdominale, éruptions cutanées, toux, diarrhée",Hématologie
Hernie,"palpitations, perte de poids, douleurs articulaires, jaunisse",Cardiologie
Glaucome,"diarrhée, vertiges, maux de tête",Oncologie
Ulcère,"fièvre, maux de tête, palpitations",Oncologie
Crohn,"douleurs articulaires, vertiges, fièvre, diarrhée",Dermatologie
Grippe,"diarrhée, nausées, essoufflement, vertiges",Infectiologie
Diabète,"fièvre, fatigue, jaunisse",Ophtalmologie
Ulcère,"toux, nausées, diarrhée, maux de tête, palpitations",Rhumatologie
Anémie,"vomissements, toux, maux de tête, nausées, palpitations",Ophtalmologie
Asthme,"vomissements, fatigue, jaunisse",Cardiologie
Anémie,"maux de tête, vomissements, douleurs articulaires, fièvre, perte de poids",Pédiatrie
Asthme,"diarrhée, perte de poids, douleur abdominale, douleurs articulaires",Pneumologie
Crohn,"palpitations, essoufflement, nausées, vomissements",Médecine générale
Psoriasis,"jaunisse, douleur abdominale, fatigue, perte de poids, vomissements",Cardiologie
Méningite,"éruptions cutanées, vomissements, jaunisse, essoufflement, diarrhée",Médecine générale
Arthrite,"palpitations, douleur abdominale, fièvre, nausées",Ophtalmologie
Anémie,"jaunisse, fatigue, maux de tête, éruptions cutanées, vomissements",ORL
Zona,"douleurs articulaires, vertiges, fièvre",Neurologie
Zona,"jaunisse, vertiges, douleur abdominale, nausées, palpitations",Gastroentérologie
Dermatite,"perte de poids, diarrhée, nausées",Neurologie
Dermatite,"douleurs articulaires, essoufflement, douleur abdominale, toux, vomissements",Pneumologie
Ulcère,"fièvre, nausées, palpitations",Hématologie
Cataracte,"douleurs articulaires, diarrhée, éruptions cutanées",Ophtalmologie
Arthrose,"éruptions cutanées, fièvre, douleur abdominale, fatigue, jaunisse",Ophtalmologie
Conjonctivite,"fièvre, douleur abdominale, maux de tête, vertiges",Ophtalmologie
Arthrite,"vomissements, fatigue, douleurs articulaires, toux",ORL
Otite,"vomissements, essoufflement, diarrhée",Médecine générale
Bronchite,"fatigue, vertiges, vomissements, éruptions cutanées",Hématologie
Cirrhose,"essoufflement, jaunisse, nausées",Endocrinologie
Parkinson,"éruptions cutanées, vertiges, douleurs articulaires, nausées",Dermatologie
Crohn,"diarrhée, douleurs articulaires, perte de poids",ORL
Cancer du foie,"diarrhée, fièvre, perte de poids, maux de tête, palpitations",Médecine générale
Alzheimer,"diarrhée, perte de poids, maux de tête, éruptions cutanées, toux",Cardiologie
Cancer de la peau,"vomissements, fièvre, éruptions cutanées, jaunisse",Hématologie
Otite,"palpitations, fatigue, fièvre",Ophtalmologie
Goutte,"fatigue, fièvre, vomissements, perte de poids, diarrhée",ORL
Lupus,"éruptions cutanées, vomissements, toux, jaunisse, diarrhée",Ophtalmologie
Zona,"douleurs articulaires, nausées, palpitations",Pédiatrie
Crohn,"essoufflement, diarrhée, vertiges, fatigue, éruptions cutanées",Rhumatologie
Cancer du sein,"nausées, jaunisse, essoufflement",ORL
Pneumonie,"diarrhée, toux, nausées, éruptions cutanées",Gastroentérologie
Appendicite,"vertiges, perte de poids, palpitations",Rhumatologie
Insuffisance rénale,"diarrhée, douleur abdominale, nausées, maux de tête, perte de poids",Pédiatrie
Sinusite,"perte de poids, nausées, douleur abdominale, essoufflement, vertiges",Chirurgie générale
Insuffisance rénale,"diarrhée, jaunisse, maux de tête",ORL
Anémie,"douleurs articulaires, nausées, palpitations, vertiges, vomissements",Neurologie
Sclérose,"essoufflement, toux, palpitations, diarrhée, fatigue",Neurologie
Lupus,"essoufflement, palpitations, vomissements, perte de poids, douleurs articulaires",Médecine générale
Thyroïdite,"palpitations, jaunisse, perte de poids",Neurologie
Cancer de la peau,"nausées, diarrhée, maux de tête, perte de poids, toux",Neurologie
Epilepsie,"toux, vertiges, palpitations, éruptions cutanées",Neurologie
Sinusite,"vertiges, douleur abdominale, perte de poids, douleurs articulaires, palpitations",Gastroentérologie
Parkinson,"diarrhée, éruptions cutanées, fatigue",Neurologie
Grippe,"diarrhée, toux, perte de poids, palpitations, éruptions cutanées",Chirurgie générale
Cancer du foie,"vomissements, perte de poids, éruptions cutanées, diarrhée, palpitations",Médecine générale
Appendicite,"fièvre, nausées, essoufflement",Oncologie
Grippe,"nausées, éruptions cutanées, perte de poids",Rhumatologie
Pneumonie,"palpitations, vomissements, fièvre",Gastroentérologie
Appendicite,"essoufflement, fièvre, perte de poids",Chirurgie générale
Cancer de la peau,"diarrhée, maux de tête, perte de poids, jaunisse",ORL
Otite,"vomissements, essoufflement, maux de tête, nausées",Neurologie
Diabète,"douleurs articulaires, palpitations, jaunisse, perte de poids, vomissements",Ophtalmologie
Psoriasis,"douleur abdominale, vomissements, éruptions cutanées, vertiges",Infectiologie
Cancer du foie,"essoufflement, vertiges, maux de tête, perte de poids",Endocrinologie
Paludisme,"vomissements, perte de poids, éruptions cutanées",Cardiologie
Paludisme,"maux de tête, diarrhée, fièvre",Rhumatologie
Sclérose,"maux de tête, vomissements, vertiges, perte de poids, jaunisse",Endocrinologie
Cataracte,"éruptions cutanées, essoufflement, diarrhée, vertiges",Pédiatrie
Cancer de la peau,"toux, éruptions cutanées, fatigue, jaunisse",Ophtalmologie
Colite,"essoufflement, perte de poids, nausées, diarrhée, jaunisse",Hématologie
Conjonctivite,"vertiges, nausées, douleur abdominale, éruptions cutanées, jaunisse",Pédiatrie
COVID-19,"palpitations, perte de poids, essoufflement, fièvre",Gastroentérologie
VIH,"fièvre, vertiges, douleur abdominale, palpitations",Endocrinologie
Conjonctivite,"perte de poids, diarrhée, vertiges, essoufflement",Neurologie
Appendicite,"palpitations, douleurs articulaires, nausées, vertiges",ORL
Otite,"éruptions cutanées, douleur abdominale, fièvre",Neurologie
Migraine,"fièvre, fatigue, vomissements, essoufflement",Gastroentérologie
Hépatite,"diarrhée, fièvre, nausées, vomissements",Pneumologie
Cancer de la peau,"vertiges, douleurs articulaires, fièvre",Pneumologie
VIH,"jaunisse, toux, palpitations, douleurs articulaires, diarrhée",Ophtalmologie
Gastrite,"fatigue, nausées, vomissements, essoufflement, toux",Chirurgie générale
Cancer de la peau,"éruptions cutanées, douleurs articulaires, fièvre, palpitations, essoufflement",Dermatologie
Tuberculose,"perte de poids, essoufflement, douleur abdominale, diarrhée",Rhumatologie
Epilepsie,"vertiges, vomissements, maux de tête, éruptions cutanées",Dermatologie
Conjonctivite,"éruptions cutanées, fièvre, diarrhée, palpitations",Endocrinologie
Crohn,"jaunisse, vomissements, douleur abdominale, fièvre, fatigue",Chirurgie générale
Anémie,"toux, jaunisse, nausées, perte de poids",Gastroentérologie
Alzheimer,"douleur abdominale, fièvre, essoufflement, toux",Cardiologie
Tuberculose,"toux, douleur abdominale, douleurs articulaires, fièvre, palpitations",Neurologie
Grippe,"diarrhée, éruptions cutanées, douleur abdominale, nausées, vertiges",Médecine générale
Gastrite,"maux de tête, perte de poids, vertiges",Ophtalmologie
Hypertension,"douleur abdominale, fièvre, éruptions cutanées, essoufflement, fatigue",Neurologie
Anémie,"douleur abdominale, jaunisse, douleurs articulaires, nausées, fatigue",Rhumatologie
Paludisme,"palpitations, diarrhée, toux",ORL
Sclérose,"perte de poids, fatigue, essoufflement, jaunisse",Neurologie
Otite,"fatigue, douleurs articulaires, douleur abdominale, vertiges",Pédiatrie
Diabète,"palpitations, jaunisse, douleurs articulaires, maux de tête, douleur abdominale",Infectiologie
Lupus,"diarrhée, fièvre, nausées, toux",Pédiatrie
Anémie,"douleurs articulaires, vomissements, palpitations, diarrhée, vertiges",Hématologie
Paludisme,"palpitations, diarrhée, vomissements, toux",Rhumatologie
Crohn,"fièvre, palpitations, jaunisse, toux, essoufflement",Neurologie
Psoriasis,"vomissements, jaunisse, essoufflement, maux de tête",Neurologie
COVID-19,"fièvre, douleurs articulaires, fatigue",Infectiologie
Cancer du foie,"fièvre, diarrhée, palpitations",Médecine générale
Thyroïdite,"vomissements, jaunisse, perte de poids, douleur abdominale, douleurs articulaires",Endocrinologie
Conjonctivite,"fatigue, vertiges, éruptions cutanées, palpitations",Neurologie
COVID-19,"essoufflement, jaunisse, douleur abdominale",Oncologie
Cancer du sein,"nausées, douleur abdominale, éruptions cutanées, diarrhée",Cardiologie
VIH,"diarrhée, vertiges, fièvre, douleurs articulaires",Chirurgie générale
Otite,"vertiges, éruptions cutanées, toux, douleur abdominale, fatigue",Endocrinologie
Crohn,"vertiges, fièvre, diarrhée",Endocrinologie
Sinusite,"douleur abdominale, diarrhée, nausées, éruptions cutanées",ORL
Colite,"essoufflement, fièvre, diarrhée",Cardiologie
Cirrhose,"vomissements, douleurs articulaires, perte de poids",Dermatologie
Lupus,"toux, diarrhée, palpitations",Rhumatologie
Arthrite,"nausées, vomissements, fatigue, jaunisse",Gastroentérologie
Ulcère,"fièvre, toux, douleurs articulaires",Dermatologie
Zona,"fièvre, douleur abdominale, jaunisse",Endocrinologie
Insuffisance rénale,"douleurs articulaires, perte de poids, toux, fièvre",Cardiologie
Gastrite,"palpitations, vomissements, fatigue, nausées",Dermatologie
Zona,"essoufflement, vertiges, vomissements, diarrhée, douleur abdominale",Dermatologie
Epilepsie,"vomissements, éruptions cutanées, douleur abdominale",Cardiologie
Conjonctivite,"nausées, palpitations, vertiges, vomissements",Médecine générale
Obésité,"éruptions cutanées, jaunisse, diarrhée, essoufflement, perte de poids",ORL
VIH,"toux, maux de tête, vertiges",Hématologie
Appendicite,"palpitations, nausées, essoufflement, diarrhée, toux",Endocrinologie
Crohn,"éruptions cutanées, douleurs articulaires, toux, essoufflement",Neurologie
Hypertension,"nausées, fièvre, vertiges, maux de tête",Gastroentérologie
Sinusite,"éruptions cutanées, douleur abdominale, palpitations, vomissements, douleurs articulaires",Hématologie
Arthrose,"fièvre, jaunisse, perte de poids, vertiges",Gastroentérologie
Lupus,"éruptions cutanées, perte de poids, fièvre",ORL
Paludisme,"essoufflement, jaunisse, fièvre, fatigue",Infectiologie
VIH,"toux, jaunisse, fatigue, éruptions cutanées, diarrhée",Pédiatrie
Obésité,"vertiges, fièvre, fatigue, nausées",Gastroentérologie
Glaucome,"fatigue, fièvre, douleur abdominale",Dermatologie
Pneumonie,"essoufflement, palpitations, éruptions cutanées, douleurs articulaires, perte de poids",Endocrinologie
Glaucome,"éruptions cutanées, douleurs articulaires, nausées, diarrhée, maux de tête",Infectiologie
Méningite,"nausées, éruptions cutanées, toux",Neurologie
Cancer du foie,"fatigue, éruptions cutanées, vertiges",Ophtalmologie
Obésité,"douleurs articulaires, palpitations, vomissements",Dermatologie
Asthme,"diarrhée, vertiges, fatigue, éruptions cutanées, fièvre",Chirurgie générale
Anémie,"vertiges, jaunisse, diarrhée",Cardiologie
Psoriasis,"douleurs articulaires, fièvre, vomissements",Ophtalmologie
Zona,"douleur abdominale, fatigue, douleurs articulaires, vomissements",Infectiologie
Appendicite,"douleurs articulaires, éruptions cutanées, nausées, fatigue",Dermatologie
Appendicite,"palpitations, douleur abdominale, jaunisse, toux, douleurs articulaires",Rhumatologie
Lupus,"perte de poids, essoufflement, nausées, douleurs articulaires, toux",Pédiatrie
Sinusite,"fatigue, douleurs articulaires, toux",Cardiologie
Psoriasis,"vertiges, fatigue, nausées",Gastroentérologie
Pneumonie,"vertiges, maux de tête, toux, fatigue, jaunisse",Endocrinologie
Pneumonie,"éruptions cutanées, nausées, douleurs articulaires, diarrhée, toux",Rhumatologie
Glaucome,"diarrhée, essoufflement, éruptions cutanées",Ophtalmologie
Colite,"palpitations, vertiges, éruptions cutanées, vomissements, fatigue",Ophtalmologie
Paludisme,"essoufflement, douleurs articulaires, palpitations, éruptions cutanées, fièvre",ORL
Arthrose,"perte de poids, vomissements, douleur abdominale",Chirurgie générale
Tuberculose,"vertiges, diarrhée, fièvre, éruptions cutanées",Chirurgie générale
Grippe,"diarrhée, fatigue, perte de poids, essoufflement",Neurologie
Paludisme,"vertiges, perte de poids, éruptions cutanées",Dermatologie
Thyroïdite,"douleurs articulaires, nausées, essoufflement, maux de tête",Oncologie
Cataracte,"palpitations, nausées, essoufflement, jaunisse, fatigue",Pneumologie
Sclérose,"fièvre, diarrhée, palpitations, fatigue",Rhumatologie
Cancer du foie,"diarrhée, vertiges, essoufflement, toux, douleurs articulaires",Chirurgie générale
Sinusite,"perte de poids, fièvre, douleur abdominale, palpitations",Cardiologie
Arthrite,"jaunisse, essoufflement, douleur abdominale",Hématologie
Asthme,"douleurs articulaires, fièvre, diarrhée, éruptions cutanées",Infectiologie
COVID-19,"jaunisse, essoufflement, vertiges, perte de poids, fièvre",ORL
Cirrhose,"douleurs articulaires, nausées, essoufflement, éruptions cutanées, diarrhée",Endocrinologie
Tuberculose,"nausées, éruptions cutanées, douleur abdominale",Hématologie
Goutte,"nausées, palpitations, fatigue, éruptions cutanées, douleur abdominale",Pneumologie
Tuberculose,"diarrhée, toux, nausées",Chirurgie générale
Gastrite,"douleur abdominale, toux, vomissements, maux de tête, perte de poids",Neurologie
Gastrite,"fièvre, nausées, fatigue, douleur abdominale",Neurologie
Appendicite,"perte de poids, vomissements, éruptions cutanées, diarrhée, toux",Hématologie
Appendicite,"fièvre, palpitations, diarrhée, toux, éruptions cutanées",Pédiatrie
Sinusite,"perte de poids, jaunisse, toux, éruptions cutanées, maux de tête",ORL
Sclérose,"fièvre, essoufflement, fatigue",Infectiologie
Anémie,"fatigue, toux, douleur abdominale, douleurs articulaires",Endocrinologie
Grippe,"éruptions cutanées, nausées, toux, essoufflement",Hématologie
